tweet;TweetID;Label;Unnamed: 2;Unnamed: 3
BIDU Fell out of Bed testing previous level Watch 145  151 yes again;64441198437347328;2a;;
Soooouuuuurrrrr shorts not workingall shorts are losing moneyour short PCLNBIDUWynn all not working expensive stocks;64737732320182273;4;;
MRO  StockTwits50 StockTwits 50 April 30 cat bidu lulu mro  ;64361043249471488;2a;;
Thanks for following ChartsMusic  recap  AAPL NFLX BIDU CF WYNN RIMM MCP  ;64451823955750912;2a;;
BIDU using Ichimoku analysis and 4 timeframes ;64698945011597312;2b;;
A successful RENN IPO will setup another up leg run for the like of SINA BIDU and SOHU specially SINA A failed one is warning;64528727408771072;4;;
BIDU Fell out of Bed;64768597263777792;0;;
BIDU BIDU  Waiting for the next squeeze ;64893815718281216;2b;;
will watch BIDU action on Monday Stock did not move much postearnings Options exp related ;64755430701809664;0;;
BIDU Short Interest  Market Event Analysis   ;64748590240772096;2a;;
8 Trendy High Growth Tech Companies With Sky High Valuations APKT ARMH BIDU CRM MELI OPEN SINA VMW;64947429555965952;4;;
Cramers Mad Money  Is Tech Coming Back 42911 AVT BIDU COLM RENN SINA VFC;65005296459841536;2a;;
Like YOKU QIHU RENN will have huge premium over existing stocks like SINA BIDU The FBOOK TWITTER of China tag belongs to SINA;65058137937428480;4;;
Picks to play this weeks RENN IPO plays  SINANTES And SOHU and BIDU will do well too;65054676688703489;4;;
Featured stocks AMZN WYNN SINA MELI SOHU BIDU AH SOA OPEN and others at the top of the leader board so far today;65061540356829184;4;;
sold my BIDU from last week lost 30 on it;65049904984231936;0;;
BIDU showing some strength this morning;65057123272368128;4;;
This week if nothing bad happens and market continues on an uptrend RENN IPO will help SINA pass BIDU in price now it is 138 vs 149;65060686442668032;4;;
BIDU correction earnings were 42711;65051238894546944;2a;;
BIDU earnings today chart looks like a test of 140 if disappointment;65050391766769664;2b;;
RT Abnormalreturns Sad RT LaMonicaBuzz Some think RCG is RENN From Yahoo Finance People viewing RCG also viewed SINA BIDU  ;65093111054999553;2a;;
Zacks Voice of the People Highlights Opportunities with Cognizant Tech Baidu    BIDU  ;65063604835205120;4;;
Hedge Fund Holdings In Cramers Stock Picks   BIDU  ;65073399982067712;4;;
BIDU  If we get our audits done and show a clean house we will get a massive short squeeze Then all the posters he ;65075640625401857;4;;
Earnings Estimate Revisions My 5 Favorite Stocks AXE BIDU DD INTC R;65080900005793793;4;;
Baidu Earnings Stock Went Nowhere   BIDU  ;65118712923029504;2b;;
BIDU was not received well at earnings and sellstops are just below;65258077577949184;0;;
BIDU  BIDU held up pretty good today for awhile considering the overall market  I still looking for 146 and below ;65151479694098432;4;;
BIDU  loland I am trying NOT 2 panic with my choice of calls on AAPL amp BIDU  so staying the course amp N ;65129105854701568;0;;
21Vianet IPO Are Chinese Internet Multiples Sustainable BIDU GOOG VNET YOKU;65136515273076736;0;;
BIDU  BIDU having some trouble breaking 15000  ;65119178096517120;0;;
Thanks to Uncle Ben I do not keep profitable speculative trades beyond 12days Intraday is best AAPL BIDU looking for SHLD now 74;65427583243796481;2a;;
GS  RT Brendonchan BIDU Given New 16000 Price Target by GS  sweet ;65372873455452160;4;;
I chose SINA over BIDUSOHU and NTES Weibo story is the story of 2011 just like YHOO in 1999 and GOOG in 2004 and 2005;65430748118786048;2b;;
GS and C with buy recommendations on BIDU and stock showing weakness What is going on SINA down also;65412626993266688;0;;
I will not add MOBI YOKU QIHU just do not like IPOs However if you think Chinas internet is not dead SINA SOHU BIDU NTES;65429632282935296;2b;;
RT Brendonchan BIDU Given New 16000 Price Target by GS ;65281424525234176;4;;
BIDU  sold BIDU 13977 from 10  EDIT as usual out EARLY BUt thrilled to make a profit not the norm for me on B ;65463444501041152;4;;
Chinese Internet Stocks Whacked Today  SINA BIDU NTES SOHU REDF;65463075838496768;0;;
Did Renren pick bad week to go public Whoa Not seeing news to explain but BIDU SINA SOHU NTES QiHU YOKU getting crushed today;65455484555100160;0;;
SINA BIDU are well off lows3 and 5 off low While SOHU and NTES are not you know which stocks investors and traders really like;65432802321104896;2b;;
How fast money can be made both sides of the trade or lost MOBI SINA TZOO PCLN BIDU REDF gm673219230;65459737071861761;2b;;
RT InvestorsLive MCP nearing that triple digit mark  next GOOG BIDU AMZN  ha;65457501843369984;2b;;
Stocks with RS line in new highs before price  BRNC ARBA SD LUFK BIDU CLR DNR NATI CYMI DHR;50543016276008960;4;;
Tempting to buy names like BIDU SINA OPEN NFLX but remember technical picture of stock indices not very good;50598275111329792;2b;;
indices go up apkt ffiv  destroyed indices going down open breaking out bidu flying indecisive much;50558825765412864;2b;;
roger BGC Mar23 103817 AM BIDU movingLRCX SBUX GILD and FFIV coming off a short term oversold read leading the way;50583888237559808;2a;;
High Beta Stocks Just Flying In A Slightly Down Market BIDU NFLX WLT SLW JNPR and now even the QQQ New High Of Day;50581090531946496;4;;
AOL UBS Says Buy Ad CPMs Looking Strong  Tech Trader Daily  Barrons AOL GOOG MSFT YHOO BIDU AAPL ;50563596048007168;2a;;
Moving well SLW BIDU FCX TZOO and APC At least of those on my watch list;50592996013506560;4;;
BIDU if this baby doesnt hold 14025 level136 level coming charts charts charts;65468473832243200;0;;
SOHU   VonTrading Chinese Internet Stocks Whacked Today  SINA BIDU NTES SOHU REDF May 3 ;65465939369529344;4;;
BIDU  BIDU thoughts  There was a couple of things working against it The first being it was at the top of a rising ;65476211173900288;2b;;
BIDU tempting here but lower TFs too messy for me;65474539617918976;2b;;
SOHU and BIDU looks tempting;65477657051136000;4;;
momomeisters toast CMG BIDU PCLN NFLX leaders getting shot;65476170203930624;2b;;
Minyanvilles T3 Midday Market Snapshot Chinese Internets Slammed Rare    BIDU  ;65475811016318976;0;;
Peppered in some shorts by selling naked calls w buy stops on shares to neutralize the deltas  sold covered calls LULU BIDU AAPL ;65484682183180288;2a;;
BIDU on the 30m the 50EMA is getting very close to the 200 as tweeted a couple of hours ago but closer;65478423346290688;4;;
RENN TSLA MU  GE MCD CREE  MSFT IBM WFR VMW AAPL BIDU GS LOOK AT TWITTER MY TRADE ARE NICE THNAKS TO MY MODEL;65482161603620865;2a;;
Classic words but no shit FUNNY  RT TraderFlorida BIDU Pulling back on heavy volsold rest of holdings todayVIDEO;65481963103993856;0;;
Value Ideas Investors Should Consider for May BIDU BIG BWLD COLM CREE CSIQ CYOU DF GIII GIL GM;65486080778055680;4;;
Newsagg like BIDU down low;65480728120541184;0;;
BIDU traders do not panic here   todays bottom for Entry Zone is 13617 and for wk 59 bottom of Entry Zone is 13867;65480899021635584;2b;;
Added BIDU May calls Its cheaper comparing to the SINA calls I bot;65490911903227905;4;;
Youku Pac Crest Sees Q1 Downside On Content Spend  Tech Trader Daily  YOKU GOOG SNDA SINA SOHU NTES BIDU ;65500330737143808;0;;
got bidu may 140 calls at 520 for a trade and mcp may 75 calls at 51;65488394473578496;2a;;
GM  SeekingAlpha Value Ideas Investors Should Consider for May BIDU BIG BWLD CO ;65529080396775424;4;;
BIDU can hold 1618 downside 14025 thats not good Rejected at the Ichimoku cloud on 5m chart same point;65503582253883392;0;;
Hold the SINA bag and NTES bag A few BIDu calls;65493477600927744;4;;
BIDU  great observation just wish I bought into some short term puts today to hedge my longer term calls We kinda  ;65491171849404417;2b;;
The Chinese internet sector is down ahead of renren listing tomorrow SINA YOKU BIDU DANG RENN and SOHU;65502139346202624;0;;
Whats getting whupped today  SLV PCLN BIDU OPEN NFLX CMG;65504425988464640;0;;
15 of Todays HighFliers That Could Be Tomorrows Investment Dogs BIDU BXP CMG CRM DAL DDS OPEN;65533808438546432;4;;
CrappyStockTips they will be back but yes there is heavy selling Pros and cons of so much institutional ownership Still not selling bidu;65569865871785984;2b;;
Chinese Internets Get Hammered   BIDU  ;65556580451622912;0;;
HedgefundPLAY fell like I need to get out of sina and bidu too have feeling it gets worse;65539975738953728;0;;
SteveLee81 play safe BIDU do not like today action;65539374800052224;0;;
BIDU is ok NFLX is garbage RT CrappyStockTips Stevelee81 fundamentals are much better for both of those companies Wheat versus chaff;65580031778361344;2b;;
CrappyStockTips I so wanted to short open today into close got cold feet Against my typical strategy you have to get names like bidu;65571201128468480;4;;
its a little pricey right now but I wouldnt bet against it RT SteveLee81 Crappystocktips I do not own nflx I looove bidu;65591754316972032;4;;
so r NFLX BIDU RT CrappyStockTips SteveLee81 I am going to rebalance Out of DECK and OPEN  more into NFLX and BIDU OPEN is done;65572674356789248;4;;
ChicagoPhotoSho Crappystocktips I do not own nflx I looove bidu;65589478303072256;4;;
Chinese Momo Gets Slaughtered SINA SOHU BIDU NTES  XLU XLP   ;65584626676142081;0;;
ChicagoPhotoSho Crappystocktips Jeff do not let hedge funds scare you buy more bidu is Chinese google where else can they go back to 0;65574636431228928;4;;
Chinese Web Leaders Take It On The Chin   BIDU  ;65637364583759873;0;;
BIDU  BIDU may go back to 120 this time on this pullback correction ;65619859161088000;0;;
China govt to regulatecensor all web co with new central office this is trigger news behind todays drop BIDU SOHU SINA NTES SNDA;65624197099044864;0;;
CMG BIDU PCLN NFLX SINASOHU APKTWYNNLVS leaders getting killed todaythis can go for days now ;65602514401243136;0;;
RT Smbcapital back by popular demand a video recap of todays premarket SMB Gameplan Study CTSH BIDU ADM AVN SLV;65619750620893184;2a;;
Of all the stocks tomorrow BIDU looks the most interesting if can come down some more;65639573077762048;0;;
Other leaders up so far today BIDU SINA RL MELI DECK etc;65774565883781120;4;;
RT 1nvestor BIDU  Still in pb mode but printing an Inv Hammer which signals a TR Avoiding 50d below for now;65789376801673216;2a;;
In 1Q AAPL grew revs 83 and EPS 92 BIDU grew revs 88 and EPS 120 AMZN grew revs 38 and EPS 33 ;65789204013133824;4;;
stopped out if bidu and mcp calls still long cat with weekly puts as hedge;65795893462437890;0;;
Top China Picks of Hedge Fund Gurus Invested in China Stocks BIDU BONA CCME CHL CMED CSUN EDU FMCN;65765323734917120;4;;
Only good thing I can say about BIDU is that RSI will soon be approaching washout territory at this rate  ;65799718655111171;0;;
BIDU  just got some at 19 this could be the next BIDU ;65798830322487296;2a;;
At 1230 weareLive from the trading floor with Smbcapital on talking LVS BIDU GMCR SLV VCLK  your requests;65812366360715264;2a;;
going to review my BIDU trade from today on stocktwitstv send me feedback on how poorly I executed from 110 not goodawful;65813186317795329;2a;;
BIDUSINASOHUloving itmouthwatering shortseasy money;65801652409602048;4;;
BIDU  If co has good prospects  rs or FS do not matter  If it is a scam  RS is bad  Of course FS do not happen f ;65820957759111169;2a;;
daytraded ZSL came and went Opened a position in BIDU;65827723599290368;2a;;
Indexes Off In Mixed Trade Polypore Down Before Q1 Report   BIDU  ;65828409997139968;0;;
RT Levvus Jkings1 Breaking BIDU is a Chinese reverse merger  ;65817527338532864;2a;;
Long BIDU 136  AAPL 350 ;65816017514934273;2b;;
Renren Up 39 On Debut Stanford Brains Complex Holding Structure  Tech Trader Daily  RENN SOHU SINA BIDU ;65827494233776128;4;;
BIDU down 517 with 17787 volume on Tue short interest ratio 058 stock event analysis  ;65840206024163328;0;;
BIDU Watching here  bulls fighting all the way back  going green on the day would have me interested;65838278552719361;4;;
Bought a wittle more ARMH ARR and BIDU for IRAs ;65837664208818176;4;;
Jdells06 Carrying BIDU in the IRAadded more on this pullback  Added ARMH  wittle wee little ARR as well;65840817385906176;2a;;
Dadams007 I sold all my bidu last week and bought yest it back at 140 thking of adding more;65838874915651584;2b;;
whats on my list glad you asked todays winners include bidubtucub eebvrxvrustsuirm   a wide swath of names;50621398372196353;4;;
BIDU sick;50628583500156928;2b;;
IBD 50s BIDU jumps near high as it pushes into mobile software Perhaps an operating system rival to GOOG Android ;50629400806428672;4;;
New High Of Day Stocks X SINA JOYG CTXS BIDU FCX PKX GOLD PCLN etc IWM and QQQ Stronger Than SPY;50628564571275265;4;;
Lasertrader hey laserhad an abnormal good day todayeverythings running awesome INP USO BIDU BRNC and even short LEAhow are y;50618017637343232;4;;
Dadams007 good move  I went to a meeting and was ready to buy more bidu but it spiked  ugh;65847672401182720;4;;
BIDU WOW recovery;65845779096551424;4;;
HCPG nice job  my missed trade of the day award goes to BIDU had it as support long at 134 missed it now trading around 140141;65847028286103553;4;;
Bought some BIDU;65863333923917824;4;;
AAPL AMZN DECK BIDU APKT NTES and others trying to move up here in the last hour of trading ;65853529146933248;4;;
Jdells06 yeah you blink its UP  My entry pps on BIDU for added shares was 13777;65851845607821312;4;;
BIDU it was fun trading today;65859423339421697;2b;;
BIDU green at that 50 dma test but still shaky this battle is still not over;65859341856681984;2b;;
RT TraderFlorida BIDU got close to 50 day and bounced today;65848942948122624;4;;
RENN Is worth Double Facebook RENN  BIDU CYOU SINA YOKU SOHU;65880804487741440;2b;;
Jimcramer Do you think BIDU will bounce back;65872024911884288;2a;;
Dadams007 profit taking like I did but bidu has too much upside to stay lower 4 too longglad I bght back;65891684667490305;4;;
Eminime SellPuts  I just can not figure out why Jimcramer isnt in jail recently said buychinese internet stocks bidu 150 sure why not;65864678810730496;2a;;
BIDU it was false bouncechart look bad;65866633373159424;0;;
BIDU  911RENN  if you want a taste of social media China style  Just went IPO  You of course know BIDU right  ;65908534331715585;2a;;
Picked up a call on BIDU  trying to earn some play  for coke and strippers;65882599503040512;4;;
bidu is super undervalued Dont waste chance;65909760079302656;4;;
RT Flare9x BIDU RAX SOHU swift moves to 50MA  see if dip buyers can step in  Iwouldlike to see RenkoADXstochs confirm too to ;65940473860206592;4;;
BIDU  Baiducom Inc removed by Tom Walsh  ;65978477827985408;0;;
Illmaticwes sina is so far away from true support I would not chance it earnings on the way too bidu much safer;65955776841252864;4;;
Lightning Round OT 3D Systems Deer Consumer Products and More  BIDU DEER OPEN RENN RIMM SINA TDSC TER;65925967142596609;4;;
Agwarner all the bestwho knows it might work  I got a nice break on BIDU on Tue AM well not 50 though but I will not mind;66131949701439488;4;;
BIDU  GM mama was off boardSilver and SLV seems not quite ready to settle yet should be getting close but there ;66079694868590592;2a;;
RT HedgefundPLAY Market leaders BIDUPCLNSINANFLXWYNNAPKTVMWOPEN  are vulnerable today because of PE contraction and pr ;66095879219716096;0;;
BIDU 134 calling;66137996281380864;4;;
tech is looking strong filling gaps all over the place and going green AAPL AMZN NFLX CTXS RVBD NTAP SINA BIDU;66136709045288960;4;;
Renren RENN the Facebook of China 294 Baidu BIDU the Baidu of China 031 Okaaaaay;66135535785213953;4;;
BIDU still going a little but running on fumes as RENN gets the treatment again RenRen makes me think of bags that are being held;66147176669134848;2b;;
BIDU seems to have bottomed;66145448074805250;0;;
BIDU Starting out well today;66147064966418433;4;;
Leaders performing the best this morning PPO SINA CMG APKT SOHU MELI BIDU OPEN PNRA and others ;66138688735809536;4;;
A Performance Review of China Internet Stocks for April BIDU CTRP CYOU GA KUTV LONG RENN SINA SNDA;66142887905202176;2b;;
BIDU nibbled back in long;66167123688439809;4;;
long BIDU May 150 Calls  145 ;66175141285072896;4;;
YOKU SINA BIDU SOHU all up there is no fear from RENN or is it money is flowing back into these after profiting from RENN;66161176333123584;4;;
BIDU baby RIG;66165246255042560;4;;
Current holdings from tweeted entry AAPL LULU BIDU;66148385522069504;2a;;
BIDU as expected a bounce on the 50MA  perfect timing ;66168860277084160;4;;
Love BIDU over 140  Great companies on pullbacks what more can you ask for;66190531973218304;2b;;
Zacks Voice of the People Highlights Opportunities With ProShares Ultra Dow    BIDU  ;66190771593805824;2a;;
Selling 12 of my BIDU May 150 Calls  165;66190155563810816;2b;;
DANG This Stock Wants To Go Higher   BIDU  ;66226256940773376;4;;
BIDU chart showing three signs of strength ;66484847807442944;4;;
BIDU  Baiducom Inc added by Sam73  ;66375400955191296;2a;;
stocks for today SLV AGQ AAPL BIDU SINA ROYL JDSU  good luck;66488447715643392;4;;
Baidu Near the 50 Day   BIDU  ;66472918246367232;4;;
high today SINA 130 BIDU 145 SLV 36 Shorts are forced to cover at the open and toward the close today gap up and go;66492228289298432;4;;
Putting Taobaos Size and Growth in Perspective   BIDU  ;66498044497108992;4;;
Tech is looking pretty ugly despite this jump AAPL AMZN BIDU NFLX Beta still needing a break;66498932271890432;2b;;
Renren Rebounds If Only Slightly  Tech Trader Daily  Barrons RENN YOKU BIDU SOHU SINA GOOG ;66497550957547521;2a;;
BIDU Nice follow thru from yesterdays bounce  still holding ;66502509425999872;4;;
Renren Routed Again  Tech Trader Daily  Barrons RENN YOKU BIDU SOHU SINA GOOG ;66504562982404097;4;;
HedgefundPLAY  I agree BIDU has major resistance at 135;50629750640742400;0;;
If I were to go long today Iwouldlook at SINA and BIDU Charts look great Big China names have been doing well;50632398240624640;4;;
RT HedgefundPLAY BIDU will short at 135 major resistance Its All Time Highs No Such Thing As Major Resistance Its Never Been Here;50629950939738112;4;;
BIDU Mar week 4 140 call gains 1300 today;50629537180033024;4;;
bidu crazy today;50630485646393344;2b;;
bidu sneaking back;66516074023227393;4;;
Sspencersmb Can you talk about BIDU and MCP Mainly are we just consolidating or do you see any set ups here;66541959002587136;2a;;
Jdells06 Holding your BIDU or selling  All my BIDU in IRA acct so holding LT long term;66540431223164928;2a;;
BIDU  Paper Short BIDU  14130 ;66573190410936320;0;;
Yeah for BIDU;66539905408434176;4;;
BIDU  Baiducom Inc added by Dan57  ;66570418751938560;2a;;
SINA  10 Things Cramers Watching Next BIDU CLNE CSCO DIS FOSL HPQ JNPR JWN KSS M  ;66704035645894656;4;;
BIDU  Baiducom Inc added by Wrk1  ;66624788751323136;2a;;
Stevenplace your thoughts on BIDU JAZZ and LINE please;66862409641500672;2a;;
Swing holdings into the weekend BIDU LULU SINA CMI ALB SOHU YOKU  proper stops in place;66589781919932418;2a;;
PCLN today is acting like BIDU last week;66574619808763904;2a;;
Good UUP calls  Fair BIDU  Stopped out of SLV  missed a few today trying to keep some powder dry raise cash;66578316068524034;2b;;
Long NTES SINA Have SINA BIDU SLV calls;66597669329575936;2a;;
RT CNBCtopStories 10 Things Cramers Watching Next  BIDU CLNE CSCO DIS FOSL HPQ JNPR JWN KSS M MWE  ;66650006664392705;4;;
BIDU Wait a bit this stock will back off to 135 and then back up the truck;66723624672968704;2b;;
BIDU setup for new spread ;67056480905461760;4;;
LOL at Jimcramer acting like SINA is the only stock that took a nosedive BIDU went from 150 to 130s and he aint sayin nothin  that;66900882041749504;0;;
CelebsInJeans yeah I am deliberating withholding talk about BIDU which I mentioned only about 20 times this week Qtip award for today;66962470434119680;2a;;
Sina With Earns Out May 11 Baidu Lead China Techs On IBD 50   BIDU  ;67444042203545600;4;;
Market is VERY iffy right now  video shows why caution is key here COMPQ NFLX SLV OPEN DECK BIDU SOHU USO ;67402478496382976;0;;
Stocks on both the ST50IBD50 LULU ALTR PCLN BIDU FOSL ULTA HS ARUN TPX APKT ARMH CMG;67405560173182976;4;;
New video AMZN BIDU SPY ESF SLV SIF AAPL BTU PAY HUM AVGO VMW TITN DXF STUDY;67451956154728448;2a;;
Why RenRen is Not the Next Baidu   BIDU  ;67504421080268800;0;;
BIDU 5m chart shows how Ichimoku can be used to spot resistance and support ;67597366831755264;4;;
SPY  smbcapital New video AMZN BIDU SPY ESF SLV SIF AAPL BTU PAY HUM AVGO VMW T ;67526897902424065;4;;
High Volume Selling Forecasts More Downside for Baiducom BIDU ;67587695920164864;0;;
Trading Idea  Is Baidu close to Support   BIDU  ;67574657158623233;4;;
 shorting a little BIDU;67584914131922944;4;;
still watching BIDU AMZN SLV JDSU AAPL RIMM MCP;67598447657750529;2a;;
Stocks on my watch list today BIDU CYOU RES INFA CRR CEVA CPX HAL ARUN;67574322537054208;4;;
BIDU AMZN NFLX  all looking good today ;67617371354972160;4;;
Best tech diversificationgrowth oppty with min  of stocks AAPL AMZN BIDU GOOG NFLX Thoughts cc Howardlindzon;67598565144412160;4;;
Find out why we think RenRen RENN is NOT the next Baidu BIDU   ;67620159900237824;0;;
BIDU Along with SINA YOKU DANG holding up well;67601643788705792;4;;
7 Hot Dot Stocks Losing Their Luster AKAM AMZN BIDU CRM EBIX FFIV OPEN REDF TZOO YOKU;67599956122415105;0;;
RT Daytradingde still watching BIDU AMZN SLV JDSU AAPL RIMM MCP;67601040375160833;2b;;
BIDU really nice intraday reversalnice bear flag on the daily looked like a good short candidate under 140 bounced now on the highs;67604623837511680;2b;;
BIDU now moving also JOSB ILMN and others;67605396591882240;4;;
Can Baidu Get It Right This Time   BIDU  ;67671137370374144;2b;;
All swing holdings performing well from tweeted entries BIDU LULU SINA CMI ALB  SOHU YOKU AGQ;67622545100247040;4;;
Checking out 10 Things Cramers Watching Next Week on MMHG  BIDU CLNE CSCO DIS FOSL HPQ JNPR JWN;67695488266280960;4;;
BIDU clearing 14350 could clear the way for 14640 I am long from 14020;67646099602681856;4;;
BIDU ready to breakout above 143  Interesting buy with a 14250 stop;67658156205031424;4;;
Tech Stock Summary BIDU PRO NCR   BIDU  ;67640876016472064;4;;
RT MadMoneyOnCNBC Lightning Round OT Delta Air Lines Sohucom and More  BIDU DAL SINA SOHU SPWR SPWRA  ;67724168065581057;4;;
BIDU indeterminant not as clear as AAPL AMZN ;67746549567983616;2b;;
BIDU looks very sick looks like 140 on tap today;67955971300925440;0;;
BIDU  Baiducom Inc added by zhongCai  ;67853734805385216;4;;
BIDU PAY shorts worth considering for swings not daytrade;67954155280547841;0;;
Jackedupinc when it becomes more followed like BIDU it should really get some momo PWRD;67748634820743168;4;;
RT SeekingAlpha Ken Fishers Favorite Stock Picks ABB AMAT AMOV APC BASFYPK BHP BIDU BNS CAT  ;67800293781417984;4;;
BIDU trading down in sympathy with other China stocks no biggie;67957999527919616;0;;
BIDU 14210 stop  Just go a higher high on the 10minute now a rollover to new lows should send this reeling to downside;67968797503524864;0;;
Russian search engine Yandex  planned for wk of May 23rd  Does it have BIDU potential YNDX IPOS;67967693252329473;2a;;
Covering BIDU for a 186 gain Seen enough;67972957007380482;2a;;
vnet        sold vnet at 1451  With sinabidu red  sp green  Better take profit and run;67972760823013376;2b;;
Verified 121766 loss in BIDU I still hate this stock;67967682691080192;0;;
No love for SINA BIDU NTES and SOHU today Added a few NTES calls Thursdays reaction to SINA may tell if the love is over;67973521762037760;2b;;
Sold BIDU 69  looking to rotate into better plays;67961632822788098;2b;;
BIDU and the Chinese Pirates   BIDU  ;67977804033171457;2a;;
BIDU magically starts to rise as volume tapers off not surprising;67985199333523456;4;;
Dadams007 I got bidu back 140 from 150 going to put 140 limit order in case 137 sounds better but do not c me getting lucky;67996699494322176;2a;;
New Post Chinese Internet Stocks Down Before Economic Release Tonight NTES BIDU SOHU SINA  ;67979192846917632;2b;;
Breaking Down a Bear Call Spread on Baidu Inc   BIDU  ;67988209577103360;0;;
apkt mu bidu sina mobi take a look at jamn might be worth a look up 81 for month rising star;67982414584090624;4;;
Dadams007 I am strongly considering adding more to bidu  not much weakness anywhere I am interested in;67995417450790912;4;;
BIDU and NFLX still look like shorts to me;67975692951891968;4;;
BIDU thinking about re testing the red line soon no trade on it for me just posting because I wont let myself trade so I am bored;67989389652918272;2a;;
Thank you computers for pumping up BIDU today;50637743700709377;4;;
RT HCPG find it bizarre how much BIDU is outperforming its peers  Very impressive today;50636424998944768;4;;
HedgefundPLAY It Very Well Could Be Over For BIDU At 135 But Not Because Of Major Resistance Stocks At All Time Highs Dont Have None;50637499214741504;0;;
BIDU FFIV SBUX have 45 degree angle charts today intraday;50632890156986368;4;;
BIDU new high today 13397;50637284491538432;4;;
HedgefundPLAY Only After The First Pullback And Possibly Super High Volume At The Highs Can Resistance Even Be Gauged In A Chart BIDU;50637858242957313;2a;;
Trending123 you can read my twit i put money were my mouth is There is no buyer of BIDU at this level Its short covering today;50636441377701888;2b;;
Lightning Round OT Youkucom Accuride and More  ACW BIDU PODD SINA YOKU  ;68084203769692161;2a;;
Three stocks review 2 minutes  AAPL AMZN BIDU May 10     ;68051170903588864;2a;;
Jdells06 140 sounds goodwill start eyeing BIDU again in the 130s  Again the pullback today was in sympathy with other China plays;68000458240827394;4;;
RENN BIDU SINA YOKU Is Chinas internet bubble about to pop Read ;68035963150012416;0;;
BIDU hangin tough within that channel ;68111539353296896;2b;;
Is Chinas Internet Bubble Popping   BIDU  ;68033524900446208;0;;
Footwear B2C Websites to Face Reshuffle in China   BIDU  ;68280332654346242;2a;;
BIDU if fail to hold 40 level134 in cards;68332139468431360;0;;
SINA BIDU and SOHU suddenly showing weakness not unexpected with SINA reporting earnings after the bell today;68321040031424512;0;;
Shandas Cloudary Wins Baidu Piracy Lawsuit   BIDU  ;68305309017440257;0;;
my playbook today AAPL GS BLK ISRG CMG PCLN  Watching lots of others but not playing NFLX WYNN BIDU SINA;68303527688146944;2b;;
companies selling off sharply in US SOHU SINA BIDU RENN YOKU QIHU ZNH CEO CTRP;68349608409042944;0;;
SINA YOKU BIDU All Taken To The Woodshed Chirp Chirp;68348270354767872;2a;;
BIDU time to buy anytime is goes under 138;68365635155017729;2b;;
RT HedgefundPLAY Chinese Internet stocks SOHUBIDUSINAYOKU could see some selling Chinese rate hike coming;68334062128996352;2a;;
BIDU Breaks this lower rising trend line support could see lower  will short a few if breaks 50 day;68361432126865408;2b;;
BIDU 138134 soonSINA110 soonall are short;68358687470780416;0;;
Chinese Internet Stocks Ready For A Pullback RENN GOOG BIDU SINA QIHU    BIDU  ;68350659786838016;0;;
HELD  Equity Trades  COVERED 20 of SS BIDU from 15025  13975 69  Hold 40 size stop entry  next target scale of 13525;68333392890048514;0;;
Macheterosforvr  what is your opinion on BIDU   tyia;68372667568369665;2a;;
BIDU catching my eye in 137 area ;68368535394582528;4;;
Some great shorts intraday on AGQ PCLN ISRG PANL WLT MCP EOG SOHU APA BIDU CEO CME;68385491636076544;0;;
TrendRida bidu beat earnings and gets killed I would rather go to Vegas than play earningslol;68403232841531392;0;;
Jdells06 Yes nice pullback in BIDU missed it was taking profits in ARR  a wittle off table in CYS for more house toys ;68434103283888128;2b;;
Dadams007 actually sold some yesterday to buy more bidu Shd have waited a day Now my core intact;68433580564553728;2b;;
Like yesterday this 2m video looks at AAPL AMZN BIDU and confirms what we said yesterday would happen via Youtube;68411494559256577;2a;;
Sina Corp Earnings Revenue Grows By DoubleDigits For FifthStraight Quarter    SINA BIDU SOHU ;68450565063057408;4;;
Bought BIDU this afternoon ;68404636582809600;4;;
PCLN could test 488 level soonBIDU 134 on cardsIBM 165CAT 103GLD140GMCR 71WYNN 140NFLX 220soon;68657351732887552;2a;;
Monthly chart is telling Volume has been contracting as the stock climbs higher Running on fumes BIDU ;68514745375920128;2b;;
SINABIDUSOHUYOKU could see major selloff todayMM gonna dump all and take profitPE contraction on china tightening today ;68651459746598912;0;;
RT Smbcapital New swing trade video  SPY ESF SLV SIF CLF AMZN BIDU PAY AAPL AVGO BJRI WMG VRSN G ;68558718765240321;2a;;
BIDU   Avatar niubi Rumors in Chinese press that baidu has disbanded the shuobaweibo team since lost cause BIDU Ma ;68636627127369728;0;;
WMG  smbcapital New swing trade video SPY ESF SLV SIF CLF AMZN BIDU PAY AAPL AVGO ;68573769387618304;2a;;
RT AdamGSMB Good morning I did a video last night w setups in AMZN AAPL BIDU PAY SLV SPY STUDY ;68663850030997504;2a;;
RT Niubi BIDU beaten in landmark copyright case GlobalTimes stole copyrighted works from Shanda SNDA ht Kailukoff;68665169886187520;0;;
Verified 131346 loss in BIDU Tried to short was too early;68681558659313665;0;;
Have Facebook Executives Used The Media To Ruin Mark Zuckerbergs China Dream   BIDU  ;68682204238200834;0;;
BIDU fold its weibo effort it is a smart move long term Now only SINA and tencent left with SOHU far behind;68665651576836096;2b;;
stocks moving thru thin cloud areas and will soon be above the 5m cloud AAPL BIDU CAT MOS and shortly JPM;68706555490603008;2b;;
nibbling BIDU very close to S1 never bet against this monster;68714143087198208;2a;;
stocks moving thru thin 5m cloud areas and getting rejected AAPL BIDU CAT MOS;68709464081043456;0;;
